company,job_title,company_rating,location,salary_avg_estimate,salary_estimate_payperiod,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
Anika Technologies,Data Analyst with strong SQL,4.1,India,0,Unknown,Unknown,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,4.1,3.6,4.3,4.1,4
EP Soft Pvt. Ltd.,Data Scientist,,Jaipur,575000,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Codnext IT Services,Data Scientist,,Bengaluru,1200000,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
expert global solutions Pvt. Ltd,Data Annotator,3.2,Coimbatore,246274,/yr (est.),10000+ Employees,1999,Company - Private,HR Consulting,HR Consulting,$2 to $5 billion (USD),3.2,2.9,3.1,2.9,3
Virtual Reality System,Data Analytics Intern,,Gāndhīnagar,5000,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
ONX,ZOHO Data Analyst,2.8,Bengaluru,316571,/yr (est.),Unknown,Unknown,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,2.7,3,2.7,2.7,2.7
Taiyo.Ai,Data-Mesh Engineer,,Remote,605792,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Chandan Tech Solutions Pvt ltd,Data Entry Executive,,Pune,23000,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Navig8 Group,Data Scientist ( Mumbai),,Mumbai,0,Unknown,201 to 500 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,3.1,4,3.3,3.2,3.7
Universal Electronics Inc.,Software Engineer (Data Science),3.5,Bengaluru,528092,/yr (est.),201 to 500 Employees,Unknown,Company - Public,Electronics Manufacturing,Electronics Manufacturing,$25 to $50 million (USD),3.5,2.8,3,3,3.6
Horizon Corp,Data Engineer,,India,1650000,/yr (est.),Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,
PepsiCo,Data Science Analyst,4,Hyderābād,968061,/yr (est.),10000+ Employees,1965,Company - Public,Food & Beverage Manufacturing,Food & Beverage Manufacturing,$10+ billion (USD),3.8,3.9,3.9,3.6,3.5
HiringGo,Azure Data Engineer,,Remote,1150000,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Robas Research,Market Research Data Analyst,4.1,Bengaluru,509902,/yr (est.),1 to 50 Employees,2012,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4.1,3.4,3.9,3.9,4
Naviga Inc.,Data Scientist,3.7,Delhi,0,Unknown,501 to 1000 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3.4,3.7,3.6,3.6,3.9
Authenu,Statistician/Data Analyst,,Bengaluru,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Vecmocon Technologies,Data Analytics Intern,,Delhi,22500,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Splore,Software Engineer - Data & Python,,Bengaluru,703562,/yr (est.),1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,4.7,4.3,4.3,4.7,5
"Medpace, Inc.",Data Coordinator - Core Laboratory,3.4,Thāne,589237,/yr (est.),5001 to 10000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),3.3,3,3.2,3,3.2
Manupatra Information Solutions Pvt. Ltd.,Data Entry Operator (DEO),4,Noida,12500,/mo (est.),51 to 200 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3.9,3.8,3.8,3.9,4
AVG LOGISTICS LIMITED,Data Analyst,,Delhi,17500,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
High Fly Dream,Data Entry Executive,,Delhi,29500,/mo (est.),1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,,,,,
GRS Fantasy park,Senior Data Analyst,,India,32500,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Good Business Lab,Data Associate,4.7,India,925000,/yr (est.),51 to 200 Employees,2017,Non-profit Organisation,"Civic, Welfare & Social Services","Civic, Welfare & Social Services",Unknown / Non-Applicable,4.5,4.4,4.8,4.6,4.5
Miles Ahead 91 Consultants,Data Engineer,,Remote,1750000,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Travelopia,Business Analyst,4.1,Bengaluru,449374,/yr (est.),1001 to 5000 Employees,2016,Company - Private,Travel Agencies,Travel Agencies,$25 to $50 million (USD),3.7,3.8,4,3.7,4.1
TransPerfect,Data Contributor - Remote in India,3.1,Remote,0,Unknown,1001 to 5000 Employees,1992,Company - Private,Business Consulting,Business Consulting,$500 million to $1 billion (USD),2.9,2.5,3,2.8,3
American Express Global Business Travel,Meeting Support- Data Admin & Reconciliation Specialist,3.9,India,0,Unknown,10000+ Employees,1915,Company - Public,Travel Agencies,Travel Agencies,Unknown / Non-Applicable,3.7,3.6,4,3.7,3.9
Nielsen,"Big Data Engineers (Airflow, Python, Spark)",3.6,Bengaluru,407272,/yr (est.),10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,$5 to $10 billion (USD),3.2,3.2,3.7,3.1,3.8
Zeitview,Lead - ML data labelling,3.2,Bengaluru,444082,/yr (est.),1 to 50 Employees,2014,Company - Private,Internet & Web Services,Internet & Web Services,Unknown / Non-Applicable,3,2.7,3.3,3.1,3.6
Xplor,Data Analytics Engineer,3.4,Pune,611726,/yr (est.),1001 to 5000 Employees,1994,Company - Private,Software Development,Software Development,Unknown / Non-Applicable,3.2,3.4,3.2,2.8,3.6
Ccube,Azure Cloud Data Architect,,Remote,0,Unknown,1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,,,,,
HR CLICK,Data Analyst,,India,17500,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
SociallyGood,Customer Data Executive,,Bengaluru,0,Unknown,1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,1.4,1.4,1.4,1.4,1.8
JPMorgan Chase & Co,Client Data Analyst,4,Hyderābād,640045,/yr (est.),10000+ Employees,1799,Company - Public,Banking & Lending,Banking & Lending,$10+ billion (USD),4,3.9,3.9,3.6,3.7
Deliveroo,Data Scientist - Consumer,3.6,Hyderābād,645179,/yr (est.),1001 to 5000 Employees,2013,Company - Public,Internet & Web Services,Internet & Web Services,$5 to $10 billion (USD),3.1,3.3,3.6,3.1,3.8
First Advantage,Associate Business Data Analyst – (Metrics & Analytics) - Bangalore,3.5,Bengaluru,283387,/yr (est.),1001 to 5000 Employees,2003,Company - Public,HR Consulting,HR Consulting,$100 to $500 million (USD),3.3,3.3,3.5,3.2,3.4
Evolvision Technologies,Data Scientist,,Gāndhīnagar,55000,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Freedom Property Investors,Data Engineer - Southeast Asia,,Remote,0,Unknown,51 to 200 Employees,2011,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,3.8,3.7,3.6,3.5,3.6
Log9 Materials,Intern-Data Engineer,3.9,Bengaluru,0,Unknown,51 to 200 Employees,2015,Company - Private,Electronics Manufacturing,Electronics Manufacturing,Unknown / Non-Applicable,4.1,3.6,4.1,3.6,3.8
Zoof software Solutions,Data Engineer with Alation,4.7,Remote,100000,/mo (est.),51 to 200 Employees,2014,Company - Private,Software Development,Software Development,$1 to $5 million (USD),4.5,3.8,4.6,4.4,3.6
Standard Chartered,Big Data Engineer,3.9,Bengaluru,712395,/yr (est.),10000+ Employees,1969,Company - Public,Banking & Lending,Banking & Lending,$100 to $500 million (USD),3.7,3.7,3.9,3.5,3.7
SyngyMaxim Solutions Pvt Ltd,Data Engineer,4.7,Hyderābād,150000,/mo (est.),1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,4.7,3.7,4.7,4.4,4.4
PayU,Business Analyst - Data Science,3.7,Bengaluru,614817,/yr (est.),1001 to 5000 Employees,2002,Company - Private,Internet & Web Services,Internet & Web Services,$10+ billion (USD),3.6,3.6,3.6,3.4,3.6
Thermo Fisher Scientific,Clin Data Assoc II,3.6,Remote,0,Unknown,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3.4,3.4,3.5,3.1,3.4
SnD Confrere,Jr. Research Analyst (WFH/Remote),,Remote,10000,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Thinkitive Technologies Pvt Ltd,Data Scientist,3.9,India,0,Unknown,201 to 500 Employees,2015,Company - Private,Information Technology Support Services,Information Technology Support Services,$25 to $50 million (USD),4.1,3.7,3.9,3.8,3.5
JPMorgan Chase & Co,Data Science Senior Associate,4,Bengaluru,578507,/yr (est.),10000+ Employees,1799,Company - Public,Banking & Lending,Banking & Lending,$10+ billion (USD),4,3.9,3.9,3.6,3.7
Sandvik,Data Entry Operator,4.2,Udaipur,415692,/yr (est.),10000+ Employees,1862,Company - Public,Machinery Manufacturing,Machinery Manufacturing,$10+ billion (USD),3.8,3.9,4,3.5,3.9
Inevolution,Power BI Analyst,,Remote,450000,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
AlphaSense,Data Annotation Specialist,3.8,Mumbai,464758,/yr (est.),1001 to 5000 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,$100 to $500 million (USD),3.7,4,3.7,3.4,3.6
Multicloud4u Technologies,Data Scientist,,Pune,2500000,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Hub Work,Data Scientist,,Chennai,2282442,/yr (est.),Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Elrevgen health care pvt Ltd,Data Analyst,,Tiruppūr,22500,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
URBX Knowledge Park LLP,Data Analyst,,Cochin,25000,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Anblicks,Data Scientist,3.8,Hyderābād,687113,/yr (est.),501 to 1000 Employees,2004,Company - Private,Information Technology Support Services,Information Technology Support Services,$25 to $50 million (USD),3.8,3.6,3.5,3.5,3.4
Genpact,SA-Data Quality Analyst.,4,Hyderābād,565685,/yr (est.),10000+ Employees,1997,Company - Public,Information Technology Support Services,Information Technology Support Services,$2 to $5 billion (USD),3.9,3.3,4,3.8,4
Shyena Tech Yarns Pvt Ltd,Data Engineer - Trainee,3.8,Pune,5000,/mo (est.),1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,3.9,3,3.6,3.8,3
Tata Consultancy Services,Treasure Data Developer,3.8,Hyderābād,512355,/yr (est.),10000+ Employees,1968,Company - Public,Software Development,Software Development,$10+ billion (USD),3.7,3.1,3.9,3.3,3.8
Hitachi Solutions,Data Engineer,4.4,Bengaluru,921954,/yr (est.),1001 to 5000 Employees,2004,Company - Private,Business Consulting,Business Consulting,$100 to $500 million (USD),4.5,4.5,4.4,4.2,4.2
Aspire Proptech,Business Operations Analyst (CRM and Data Focus),,Bengaluru,451366,/yr (est.),Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Alcon,Test Automation Engineer – DH Data analytics,3.8,Bengaluru,423074,/yr (est.),10000+ Employees,1945,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion (USD),3.4,3.9,3.6,3.3,3.5
JVTekPro,Azure Senior Data engineer,,Remote,3500000,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
TECH NEXT,Azure Data Engineer,,Remote,1155605,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
NexaQ,Data Analyst with Python,,Remote,0,Unknown,Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Forbes Advisor,DIGITAL PUBLIC RELATIONS - DPR DATA INTERN (Mumbai),3.6,Mumbai,0,Unknown,201 to 500 Employees,1917,Company - Private,Publishing,Publishing,Unknown / Non-Applicable,3.2,3.2,3.4,3.4,3.7
Olibr,Data Analyst - ETL,,Chennai,1250000,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Auraa Solutions,Senior Data Analyst,,Remote,160000,/mo (est.),Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Tata Insights and Quants,Data Scientist,3.8,Jamshedpur,1000000,/yr (est.),Unknown,Unknown,Company - Private,Transportation Equipment Manufacturing,Transportation Equipment Manufacturing,$10+ billion (USD),3.7,3.5,3.7,3.4,3.5
Milestone,Data Engineer,3.9,Hyderābād,290241,/yr (est.),1001 to 5000 Employees,1997,Company - Private,Information Technology Support Services,Information Technology Support Services,$100 to $500 million (USD),3.4,3.5,3.7,3.5,3.9
MMStartup,Data Analyst,,Chennai,150000,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
WORLD CLASS SERVICES LTD,Data Entry Operator,,Bengaluru,24000,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Zobello,Data Analyst AssociateZobello,2,Delhi,0,Unknown,Unknown,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Prescience,Junior Data Scientist,,Bengaluru,629588,/yr (est.),51 to 200 Employees,2017,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4.4,4.2,4.7,4.3,4.2
Reserve Bank Information Technology Private Limited (ReBIT),Data Engineer,3.4,India,0,Unknown,51 to 200 Employees,Unknown,Contract,Unknown,Unknown,Unknown / Non-Applicable,3.3,3.5,3.4,2.9,4
YMTS India,Data Scientist (ML & DL),4.1,Tirupati,225000,/yr (est.),51 to 200 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,4.1,3.8,4.3,3.9,4
Moody's,Financial Data Analyst,3.9,Bengaluru,523832,/yr (est.),10000+ Employees,1900,Company - Public,Research & Development,Research & Development,$2 to $5 billion (USD),3.4,3.4,3.8,3.4,3.7
Moody's,Financial Data Associate-MSC,3.9,Gurgaon,524991,/yr (est.),10000+ Employees,1900,Company - Public,Research & Development,Research & Development,$2 to $5 billion (USD),3.4,3.4,3.8,3.4,3.7
XenonStack,Data Analyst,3.3,Mohali,513079,/yr (est.),51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,$1 to $5 million (USD),3.3,3,3.1,3,2.8
ORIENTAL EXPORT CORPORATION,Data Entry ERP,,Jāmnagar,12500,/mo (est.),Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,
McBird Technologies Pvt Ltd,Power BI Developer,5,Remote,0,Unknown,51 to 200 Employees,2018,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,5,4.7,4.8,5,5
Spice Money,Data Engineer,3.9,Mohali,687235,/yr (est.),201 to 500 Employees,Unknown,Company - Private,Financial Transaction Processing,Financial Transaction Processing,Unknown / Non-Applicable,3.9,3.8,4.1,3.7,3.6
Live Building Systems,Data Analyst,,Amritsar,37500,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Wisdom InfoTech.,Informatica Data Quality Developer,,Remote,2100000,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
MyYogaTeacher,Data Analyst,,Bengaluru,475188,/yr (est.),51 to 200 Employees,2019,Company - Private,Software Development,Software Development,Unknown / Non-Applicable,3.2,3.5,3.5,3.5,3.2
One Sigma Technologies,Data Analyst Fraud,3.7,Bengaluru,777892,/yr (est.),501 to 1000 Employees,2015,Company - Private,Internet & Web Services,Internet & Web Services,Unknown / Non-Applicable,3.7,3.9,3.7,3.6,3.6
Perfex Technologies,Data Base developer,4.4,Hyderābād,449258,/yr (est.),201 to 500 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,4.4,3.9,4.4,3.9,4.4
In Time Tec,Data Engineer,4,Bengaluru,579719,/yr (est.),501 to 1000 Employees,2009,Company - Private,Computer Hardware Development,Computer Hardware Development,Unknown / Non-Applicable,4,3.5,4.1,3.9,3.7
Wildfox Business Advocacy,Junior Data Analyst,,Calcutta,20500,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Lilly,Clinical Data Analyst,4.1,Bengaluru,0,Unknown,10000+ Employees,1876,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3.7,3.9,4,3.6,3.9
Sitetracker,Data Research Analyst,4.1,Bengaluru,547723,/yr (est.),201 to 500 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3.9,4.2,4.1,3.9,4.1
24/7 DCT,Power BI Developer- Project Based (India),,Remote,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Brandmuscle,Data Scientist,3.1,Bengaluru,567601,/yr (est.),501 to 1000 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,$100 to $500 million (USD),3,2.8,2.9,2.6,3.5
Macgence Technologies (OPC) PVT LTD,Internship (Data Annotation),4.8,Noida,8000,/mo (est.),Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,5,5,5,5,5
Data Semantics,Data Modeler,4,Bengaluru,526716,/yr (est.),51 to 200 Employees,2012,Company - Private,Information Technology Support Services,Information Technology Support Services,$2 to $5 billion (USD),4.1,3.5,3.9,3.8,3.9
Avaali Solutions,Data Analyst,4.5,Bengaluru,745359,/yr (est.),51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,4.4,4,4.4,4.2,4.3
TARGET,Item Data Analyst,4.3,Bengaluru,821380,/yr (est.),1001 to 5000 Employees,1962,Company - Public,General Merchandise & Superstores,General Merchandise & Superstores,Unknown / Non-Applicable,4.1,4,4.6,4,4.4
Victoria's Secret,Data Scientist,3.5,Bengaluru,266222,/yr (est.),10000+ Employees,2021,Company - Public,"Department, Clothing & Shoe Stores","Department, Clothing & Shoe Stores",$5 to $10 billion (USD),3.2,3.3,3.4,3.1,3.1
PayU,Data Platform Engineer,3.7,Bengaluru,1700000,/yr (est.),1001 to 5000 Employees,2002,Company - Private,Internet & Web Services,Internet & Web Services,$10+ billion (USD),3.6,3.6,3.6,3.4,3.6
EVRY India,Data Quality Analyst,3.9,Bengaluru,583095,/yr (est.),1001 to 5000 Employees,1994,Subsidiary or Business Segment,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,3.8,3.6,3.9,3.7,4.1
Acumont Solutions Private Limited,Azure data factory developer,4.5,Remote,1250000,/yr (est.),1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,4.4,4.5,4.7,4.5,4.7
Tech mahindra,Data Scientist,3.6,Hyderābād,509190,/yr (est.),10000+ Employees,1986,Company - Public,Information Technology Support Services,Information Technology Support Services,$5 to $10 billion (USD),3.5,3,3.5,3.2,3.5
D.S Solution Pvt Ltd.,Data Entry Executive,,Bengaluru,18111,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Vega Intellisoft,Data Scientist,4.5,Bengaluru,606630,/yr (est.),1 to 50 Employees,Unknown,Private Practice / Firm,Business Consulting,Business Consulting,Unknown / Non-Applicable,4.4,4.3,4.2,4.4,4.5
Tata Consultancy Services,Salesforce Data Cloud,3.8,Pune,0,Unknown,10000+ Employees,1968,Company - Public,Software Development,Software Development,$10+ billion (USD),3.7,3.1,3.9,3.3,3.8
Omnicell,HR Technology & Data Analytics Analyst (Remote),3.2,Remote,0,Unknown,1001 to 5000 Employees,1992,Company - Public,Healthcare Services & Hospitals,Healthcare Services & Hospitals,$2 to $5 billion (USD),3,3.5,3.2,2.8,3.2
SUPERDNA 3D LAB,Data Miner,4,Chandigarh,445300,/yr (est.),1 to 50 Employees,2017,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4.1,3.5,4.2,4,4.2
Haleon,Data Engineer,3.8,Bengaluru,645174,/yr (est.),10000+ Employees,2022,Company - Public,Health Care Products Manufacturing,Health Care Products Manufacturing,$10+ billion (USD),3.3,3.9,3.7,3.3,3.7
Navayuga Infotech,Data Annotator,3.9,Hyderābād,150000,/yr (est.),51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology Support Services,$5 to $25 million (USD),3.9,3.3,3.7,3.7,3.6
H&MV Engineering,Data Analyst,4.3,India,0,Unknown,201 to 500 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,4,3.7,4.2,4.3,4.3
Crescer AI,Machine Learning Engineer,,Remote,100000,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Invoidea Technologies,Data Processing Executive,4.4,India,0,Unknown,1 to 50 Employees,2018,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4.3,4.2,4.4,4.6,4.4
FiftyFive Technologies,Data Science Engineer,,Jaipur,766812,/yr (est.),51 to 200 Employees,2019,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4.4,4.1,4.5,4.2,4.4
Clearwater Analytics,Data Flow Engineer,3.4,Noida,697247,/yr (est.),1001 to 5000 Employees,2004,Company - Public,Investment & Asset Management,Investment & Asset Management,$100 to $500 million (USD),3.4,3.3,3.4,3,3.2
Certara,Data Analyst 1,4,Hyderābād,407603,/yr (est.),1001 to 5000 Employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,4.1,4,4,3.7,3.9
Knoema,Data Engineer,3.9,Bengaluru,491606,/yr (est.),51 to 200 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3.7,3.6,3.6,3.7,3.8
JPMorgan Chase & Co,Data Scientist Associate Sr,4,Hyderābād,529783,/yr (est.),10000+ Employees,1799,Company - Public,Banking & Lending,Banking & Lending,$10+ billion (USD),4,3.9,3.9,3.6,3.7
Growexx,Data Engineer,4.2,Remote,0,Unknown,51 to 200 Employees,Unknown,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4.3,4.3,4.1,4.2,4.3
Blenheim Chalcot India,Data Engineer,3.7,Mumbai,584148,/yr (est.),51 to 200 Employees,1998,Company - Private,Investment & Asset Management,Investment & Asset Management,Unknown / Non-Applicable,3.5,3.5,3.7,3.2,3.5
LanceTech Solutions Pvt Ltd,Senior Data Engineer,4.9,Bengaluru,1750000,/yr (est.),51 to 200 Employees,2021,Company - Private,Information Technology Support Services,Information Technology Support Services,Less than $1 million (USD),5,4.7,4.4,5,4.6
Capria Ventures,Data Analyst,,Bengaluru,562805,/yr (est.),1 to 50 Employees,Unknown,Private Practice / Firm,Investment & Asset Management,Investment & Asset Management,Less than $1 million (USD),3.4,3.3,4,4.2,3.8
Artefact,Data Analyst,4,India,0,Unknown,501 to 1000 Employees,2014,Company - Private,Business Consulting,Business Consulting,Unknown / Non-Applicable,4.2,3.7,4,3.9,3.7
ATDXT,Oracle Data Administrator,,Bengaluru,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Antino Labs,Data Engineer,3.6,Gurgaon,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Tata Consultancy Services,Data Architect,3.8,Bengaluru,424476,/yr (est.),10000+ Employees,1968,Company - Public,Software Development,Software Development,$10+ billion (USD),3.7,3.1,3.9,3.3,3.8
EMIDS,Big Data Engineer|| RR/27/2024 || 5+ yrs,3.6,Bengaluru,849262,/yr (est.),1001 to 5000 Employees,1999,Company - Private,Information Technology Support Services,Information Technology Support Services,$100 to $500 million (USD),3.5,3.3,3.5,3.4,3.6
Cesta Inc,Clinical Data Manager,,Bengaluru,350862,/yr (est.),1 to 50 Employees,Unknown,Contract,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Miba,Master Data Specialist,3.7,Pune,256518,/yr (est.),5001 to 10000 Employees,1927,Company - Public,Transportation Equipment Manufacturing,Transportation Equipment Manufacturing,$500 million to $1 billion (USD),3.1,3.4,3.4,2.9,3.8
Puneri Pattern,Data Scientist,,Maharashtra,0,Unknown,1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Classic Informatics Private Limited,Data Analyst,4.4,Gurgaon,529150,/yr (est.),51 to 200 Employees,2002,Company - Private,Information Technology Support Services,Information Technology Support Services,$5 to $25 million (USD),3.9,4.1,4.3,4.1,4.2
Webandcraft,Data Scientist,4.1,Thrissur,482442,/yr (est.),51 to 200 Employees,2012,Company - Private,Information Technology Support Services,Information Technology Support Services,$1 to $5 million (USD),4.4,3.7,4.2,4.1,3.8
Travitons Technologies,Data Analyst Engineer,,Pune,438178,/yr (est.),Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Coforge Ltd.,DATA ENGINEER,3.6,Bengaluru,539802,/yr (est.),10000+ Employees,2004,Company - Public,Information Technology Support Services,Information Technology Support Services,$500 million to $1 billion (USD),3.4,3.3,3.5,3.2,3.5
Innorenovate,Senior SQL Engineer-Data Science,4,Remote,2500000,/yr (est.),1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,3.7,3.1,4.5,3.9,4.3
Pyramid Security Services Pvt Ltd,Data Entry Operator,,Bengaluru,18000,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
AutoGrid Systems,Senior Data Scientist - Forecasting (India),4.3,Remote,0,Unknown,51 to 200 Employees,2011,Company - Private,Computer Hardware Development,Computer Hardware Development,$5 to $25 million (USD),4.3,4.3,4.3,4.2,4.2
Pfizer,Statistical Programming Internship,4,Chennai,0,Unknown,10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3.7,3.9,3.8,3.4,3.8
ICON,Data Scientist (Real-World Evidence or RWE or HEOR) - Homebased,3.8,Remote,0,Unknown,10000+ Employees,1990,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),3.6,3.5,3.7,3.4,3.7
Rayvat Outsourcing,AI-ML Data Analyst,2.3,Gāndhīnagar,40000,/mo (est.),51 to 200 Employees,2007,Self-employed,Business Consulting,Business Consulting,Unknown / Non-Applicable,2,1.5,1.3,2,1.8
